20150527.txtl
0017365423,08:37:18,2015/05/26l
0017365423,08:38:38,2015/05/26l
0017365423,08:38:56,2015/05/26l
0017365423,08:39:50,2015/05/26l
0017365423,08:39:58,2015/05/26l
0017365423,09:21:25,2015/05/26l
0017365423,09:21:30,2015/05/26l
0017365423,09:21:34,2015/05/26l
0017365423,09:21:38,2015/05/26l
0017365423,09:21:41,2015/05/26l
0017365423,09:21:43,2015/05/26l
0017365423,09:21:44,2015/05/26l
0017365423,09:21:49,2015/05/26l
0017365423,09:21:53,2015/05/26l
0017365423,09:21:58,2015/05/26l
0017365423,09:22:02,2015/05/26l
0017365423,09:28:17,2015/05/26l
0017365423,09:28:22,2015/05/26l
0017365423,09:28:27,2015/05/26l
0017365423,09:28:31,2015/05/26l
0017365423,09:28:37,2015/05/26l
0017365423,09:28:41,2015/05/26l
0017365423,09:28:45,2015/05/26l
0017365423,09:28:49,2015/05/26l
0017365423,09:28:53,2015/05/26l
0017365423,09:28:57,2015/05/26l
0017365423,09:34:43,2015/05/26l
0017365423,09:37:23,2015/05/26l
0017365423,09:37:29,2015/05/26l
0017365423,09:37:32,2015/05/26l
0017365423,10:08:00,2015/05/26l
0017365423,10:18:24,2015/05/26l
0017365423,14:01:23,2015/05/26l
