20150530.txtl
0001953782,01:22:46,2015/05/29l
0001953921,01:26:11,2015/05/29l
0002001088,01:32:41,2015/05/29l
0001953777,01:44:40,2015/05/29l
0001953777,01:44:43,2015/05/29l
0001953777,01:44:51,2015/05/29l
0001954496,01:46:46,2015/05/29l
0001953303,01:57:39,2015/05/29l
0001953501,02:12:06,2015/05/29l
0001953305,02:17:08,2015/05/29l
0001953305,02:17:10,2015/05/29l
0001953305,02:17:15,2015/05/29l
0001953949,02:17:36,2015/05/29l
0001953949,02:17:40,2015/05/29l
0001953949,02:17:41,2015/05/29l
0001953949,02:17:43,2015/05/29l
0027553233,02:21:56,2015/05/29l
0027553233,02:21:59,2015/05/29l
0001953541,02:24:16,2015/05/29l
0002001058,02:51:07,2015/05/29l
0001953782,02:57:29,2015/05/29l
0001954040,03:11:43,2015/05/29l
0002001096,03:19:28,2015/05/29l
0001954445,03:35:02,2015/05/29l
0001953949,03:38:06,2015/05/29l
0001953979,03:41:26,2015/05/29l
0001953910,04:16:09,2015/05/29l
0001953910,04:16:30,2015/05/29l
0001953518,04:53:23,2015/05/29l
0001954254,05:45:29,2015/05/29l
0002001058,06:07:16,2015/05/29l
0001953757,07:26:57,2015/05/29l
0001953395,07:29:29,2015/05/29l
0027553083,07:43:34,2015/05/29l
0001954038,10:03:24,2015/05/29l
0002001096,13:29:48,2015/05/29l
0001953363,14:12:38,2015/05/29l
0001954376,14:23:27,2015/05/29l
0002000545,14:51:52,2015/05/29l
0027553213,15:07:21,2015/05/29l
0001954458,15:08:00,2015/05/29l
0001953402,15:08:05,2015/05/29l
0001953619,15:24:08,2015/05/29l
0001953259,15:27:22,2015/05/29l
0001953372,15:34:59,2015/05/29l
0001954411,15:37:57,2015/05/29l
0001953611,15:38:20,2015/05/29l
0001954590,15:47:33,2015/05/29l
0001954569,15:57:41,2015/05/29l
0001953391,16:05:48,2015/05/29l
0001953530,16:22:59,2015/05/29l
0001953338,16:31:33,2015/05/29l
0001954229,16:31:46,2015/05/29l
0002000501,16:41:20,2015/05/29l
0027553233,16:57:23,2015/05/29l
0027553233,16:57:28,2015/05/29l
0027553233,16:57:32,2015/05/29l
0002000527,16:57:42,2015/05/29l
0002000505,16:57:46,2015/05/29l
0002000506,16:57:50,2015/05/29l
0002000507,16:57:53,2015/05/29l
0002000508,16:57:56,2015/05/29l
0002000501,16:58:02,2015/05/29l
0027553233,16:58:11,2015/05/29l
0001954413,17:01:39,2015/05/29l
0001954413,17:02:50,2015/05/29l
0027553238,17:05:58,2015/05/29l
0027553238,17:06:01,2015/05/29l
0027553238,17:06:04,2015/05/29l
0001954411,17:06:07,2015/05/29l
0002000110,17:06:12,2015/05/29l
0001954564,17:16:56,2015/05/29l
0001953993,17:21:08,2015/05/29l
0001953993,17:21:14,2015/05/29l
0001953993,17:21:24,2015/05/29l
0001953993,17:21:35,2015/05/29l
0001953993,17:21:42,2015/05/29l
0001953993,17:21:57,2015/05/29l
0001953982,17:23:26,2015/05/29l
0001953993,17:26:44,2015/05/29l
0027553106,17:28:29,2015/05/29l
0001953523,17:32:27,2015/05/29l
0001954229,17:33:09,2015/05/29l
0001953967,17:35:11,2015/05/29l
0001954429,18:06:31,2015/05/29l
0027553162,18:06:33,2015/05/29l
0001954310,18:18:41,2015/05/29l
0001953886,18:26:10,2015/05/29l
0001953886,18:40:54,2015/05/29l
