20150526.txtl
0017365423,13:46:13,2015/05/25l
0017365423,13:48:13,2015/05/25l
0017365423,14:24:56,2015/05/25l
0017365423,14:49:07,2015/05/25l
0017365423,14:49:53,2015/05/25l
0017365423,14:51:06,2015/05/25l
0017365423,14:52:44,2015/05/25l
0017365423,14:54:08,2015/05/25l
0017365423,15:01:16,2015/05/25l
0017365423,15:08:44,2015/05/25l
0002000527,15:08:54,2015/05/25l
0002000526,15:09:00,2015/05/25l
0002000501,15:09:04,2015/05/25l
0002000527,15:14:33,2015/05/25l
0002000527,15:14:42,2015/05/25l
0002000526,15:14:45,2015/05/25l
0002000525,15:14:47,2015/05/25l
0002000525,15:14:49,2015/05/25l
0002000524,15:14:52,2015/05/25l
0002000523,15:14:56,2015/05/25l
0002000522,15:14:59,2015/05/25l
0002000521,15:15:01,2015/05/25l
0002000520,15:15:03,2015/05/25l
0002000521,15:15:04,2015/05/25l
0002000519,15:15:08,2015/05/25l
0002000518,15:15:11,2015/05/25l
0002000517,15:15:14,2015/05/25l
0002000516,15:15:17,2015/05/25l
0002000515,15:15:20,2015/05/25l
0002000514,15:15:23,2015/05/25l
0002000513,15:15:24,2015/05/25l
0002000512,15:15:27,2015/05/25l
0002000511,15:15:29,2015/05/25l
0002000510,15:15:31,2015/05/25l
0002000511,15:15:32,2015/05/25l
0002000509,15:15:35,2015/05/25l
0002000508,15:15:37,2015/05/25l
0002000507,15:15:40,2015/05/25l
0002000506,15:15:42,2015/05/25l
0002000505,15:15:44,2015/05/25l
0002000504,15:15:46,2015/05/25l
0002000503,15:15:48,2015/05/25l
0002000502,15:15:50,2015/05/25l
0002000501,15:16:03,2015/05/25l
0002000501,15:16:51,2015/05/25l
0017365423,15:16:57,2015/05/25l
0002000501,15:17:19,2015/05/25l
0002000527,15:26:46,2015/05/25l
0002000527,16:18:52,2015/05/25l
0002000526,16:18:54,2015/05/25l
0002000525,16:18:56,2015/05/25l
0002000524,16:18:58,2015/05/25l
0002000523,16:19:00,2015/05/25l
0002000522,16:19:02,2015/05/25l
0002000521,16:19:04,2015/05/25l
0002000520,16:19:06,2015/05/25l
0002000519,16:19:07,2015/05/25l
0002000518,16:19:09,2015/05/25l
0002000517,16:19:11,2015/05/25l
0002000516,16:19:12,2015/05/25l
0002000515,16:19:14,2015/05/25l
0002000514,16:19:16,2015/05/25l
0002000513,16:19:18,2015/05/25l
0002000512,16:19:20,2015/05/25l
0002000513,16:19:20,2015/05/25l
0002000511,16:19:21,2015/05/25l
0002000510,16:19:23,2015/05/25l
0002000509,16:19:25,2015/05/25l
0002000508,16:19:27,2015/05/25l
0002000509,16:19:27,2015/05/25l
0002000507,16:19:29,2015/05/25l
0002000509,16:19:29,2015/05/25l
0002000506,16:19:30,2015/05/25l
0002000505,16:19:32,2015/05/25l
0002000504,16:19:34,2015/05/25l
0002000503,16:19:36,2015/05/25l
0002000502,16:19:38,2015/05/25l
0002000527,16:20:42,2015/05/25l
0002000502,16:21:19,2015/05/25l
0002000527,16:21:26,2015/05/25l
0002000526,16:21:29,2015/05/25l
0002000525,16:21:35,2015/05/25l
0002000524,16:21:46,2015/05/25l
0002000523,16:21:49,2015/05/25l
0002000522,16:21:57,2015/05/25l
0002000521,16:21:59,2015/05/25l
0002000520,16:22:01,2015/05/25l
0017365423,19:26:23,2015/05/25l
0017365423,19:26:48,2015/05/25l
0017365423,19:26:57,2015/05/25l
