20150529.txtl
0002000504,19:39:30,2015/05/28l
0002000505,19:39:34,2015/05/28l
0002000506,19:39:37,2015/05/28l
0002000507,19:39:40,2015/05/28l
0002000508,19:39:43,2015/05/28l
0002000509,19:39:47,2015/05/28l
0002000510,19:39:51,2015/05/28l
0002000511,19:39:54,2015/05/28l
0002000512,19:39:57,2015/05/28l
0002000513,19:40:00,2015/05/28l
0002000514,19:40:04,2015/05/28l
0002000515,19:40:07,2015/05/28l
0002000516,19:40:10,2015/05/28l
0002000524,19:40:14,2015/05/28l
0002000501,19:40:28,2015/05/28l
0002000501,19:40:34,2015/05/28l
0002000501,19:40:38,2015/05/28l
0002000501,21:17:58,2015/05/28l
0002000501,21:18:44,2015/05/28l
0002000501,21:20:23,2015/05/28l
0001954340,21:20:37,2015/05/28l
0027553231,21:31:41,2015/05/28l
0027553231,21:31:44,2015/05/28l
0001953621,21:33:25,2015/05/28l
0001953416,21:33:41,2015/05/28l
0001953621,21:36:17,2015/05/28l
0001953621,21:36:21,2015/05/28l
0001953621,21:36:27,2015/05/28l
0002000501,21:37:13,2015/05/28l
0001953394,21:42:01,2015/05/28l
0001953394,21:42:05,2015/05/28l
0001953394,21:42:09,2015/05/28l
0001953394,21:42:52,2015/05/28l
0001954410,21:47:13,2015/05/28l
0001953395,21:51:14,2015/05/28l
0001953395,21:51:16,2015/05/28l
0001953973,21:53:04,2015/05/28l
0001953973,21:53:07,2015/05/28l
0001953973,21:53:09,2015/05/28l
0001953973,21:53:14,2015/05/28l
0001953973,21:53:19,2015/05/28l
0001953973,21:53:22,2015/05/28l
0001953973,21:53:26,2015/05/28l
0001953259,21:55:07,2015/05/28l
0001953259,21:55:15,2015/05/28l
0001953259,21:55:20,2015/05/28l
0001953259,21:57:31,2015/05/28l
0001953603,22:00:09,2015/05/28l
0001953603,22:00:21,2015/05/28l
0027553213,22:02:31,2015/05/28l
0027553213,22:02:36,2015/05/28l
0027553214,22:02:43,2015/05/28l
0002000501,22:09:57,2015/05/28l
0001953396,22:12:00,2015/05/28l
0002001002,22:18:47,2015/05/28l
0001953541,22:20:31,2015/05/28l
0001954429,22:30:25,2015/05/28l
0002000501,22:43:18,2015/05/28l
